,id,title,overview,release_date,popularity,vote_average,vote_count
4795,8270,The Lookout,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",2007-03-09,13.108,6.661,621
4796,882598,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",2022-09-23,61.98,6.662,2975
4797,552688,The Mother,"A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.",2023-05-04,23.788,6.66,1226
4798,162215,How I Live Now,"An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.",2013-09-10,18.708,6.66,851
4799,52744,Falling in Love,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train home and have a good time together. Although both are married and Frank has two little kids, they meet more and more often, their friendship becoming the most precious thing in their lives.",1984-11-21,12.925,6.66,353
4800,9283,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",1996-02-09,9.552,6.661,350
4801,790142,The Royal Treatment,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",2022-01-20,13.665,6.659,759
4802,719221,Tarot,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",2024-05-01,121.19,6.654,882
4803,417812,Wildlife,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",2018-09-23,15.38,6.659,700
4804,180894,Ninja: Shadow of a Tear,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",2013-12-27,20.44,6.659,371
4805,50544,Friends with Benefits,Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.,2011-07-21,44.969,6.659,7829
4806,9613,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",2002-11-06,8.663,6.66,827
4807,6415,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",1999-09-27,16.593,6.66,2021
4808,1498,Teenage Mutant Ninja Turtles,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",1990-03-30,28.355,6.659,1729
4809,97,Tron,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",1982-07-09,20.65,6.659,2249
4810,13763,Purple Rain,"A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.",1984-07-27,12.628,6.7,364
4811,11655,Cronos,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",1993-11-05,14.181,6.658,634
4812,763285,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",2022-03-16,25.738,6.657,2079
4813,578701,Those Who Wish Me Dead,"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",2021-05-05,33.897,6.657,1602
4814,454619,Overboard,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",2018-04-13,41.944,6.657,1355
4815,330764,The Brand New Testament,"God lives in Brussels. On Earth though, God is a coward, morally pathetic and odious to his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad...",2015-09-02,11.846,6.657,1611
4816,290512,The Mountain Between Us,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",2017-10-05,23.452,6.657,2321
4817,232679,When the Game Stands Tall,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,2014-08-22,14.34,6.658,345
4818,87492,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,2014-11-14,15.165,6.657,2253
